I
1101 Version - data cycle 2203, build 20220203, metadata FixXP1101. Copyright (c) 2022 Mariusz Migut (migutmariusz@yahoo.com)...


49.785833333 19.067777778 EPBAC EPBA EP
49.805277778 18.891388889 EPBAB EPBA EP
49.848333333 19.030277778 EPBAA EPBA EP
51.970555556 20.833611111 EPBCT EPBC EP
51.990833333 21.234722222 EPBCG EPBC EP
52.063333333 20.743333333 EPBCA EPBC EP
52.091388889 21.237500000 EPBCK EPBC EP
52.181666667 20.986111111 EPBCE EPBC EP
52.184166667 20.613888889 EPBCB EPBC EP
52.217500000 21.097222222 EPBCN EPBC EP
52.222777778 21.250000000 EPBCM EPBC EP
52.259166667 20.657222222 EPBCW EPBC EP
52.260833333 20.735555556 EPBCF EPBC EP
52.290277778 21.010833333 EPBCZ EPBC EP
52.304722222 21.083888889 EPBCP EPBC EP
52.344444444 20.920833333 EPBCL	EPBC EP
52.343333333 21.227777778 EPBCD EPBC EP
52.377777778 20.916666667 EPBCJ EPBC EP
53.030000000 23.123611111 EPBKL EPBK EP
53.052222222 23.335555556 EPBKR EPBK EP
53.081944444 23.101666667 EPBKK EPBK EP
53.109722222 23.235833333 EPBKD EPBK EP
53.138888889 23.058333333 EPBKP EPBK EP
53.185277778 23.262222222 EPBKO EPBK EP
52.951666667 17.920277778 EPBYL EPBY EP
52.972500000 17.722777778 EPBYK EPBY EP
52.976111111 18.099444444 EPBYW EPBY EP
53.052500000 17.996111111 EPBYS EPBY EP
53.139722222 17.591666667 EPBYO EPBY EP
53.153333333 18.001944444 EPBYR EPBY EP
53.156944444 17.888611111 EPBYP EPBY EP
53.176111111 18.056388889 EPBYN EPBY EP
53.207777778 18.378611111 EPBYU EPBY EP
53.223611111 18.036944444 EPBYM EPBY EP
51.018611111 23.370833333 EPCDZ EPCD EP
51.028611111 23.220833333 EPCDK EPCD EP
51.121388889 23.229166667 EPCDR EPCD EP
51.146111111 23.438055556 EPCDM EPCD EP
51.167777778 23.350000000 EPCDN EPCD EP
54.325277778 17.790555556 EPCES EPCE EP
54.350277778 17.903333333 EPCEK EPCE EP
54.354722222 17.575555556 EPCEJ EPCE EP
54.470555556 18.034722222 EPCEL EPCE EP
54.496944444 17.494444444 EPCEI EPCE EP
54.504722222 17.639722222 EPCEH EPCE EP
54.552777778 17.836388889 EPCEG EPCE EP
54.302777778 16.386111111 EPDAW EPDA EP
54.306666667 16.196666667 EPDAL EPDA EP
54.358333333 16.515000000 EPDAO EPDA EP
54.384722222 16.396666667 EPDAE EPDA EP
54.440000000 16.373333333 EPDAG EPDA EP
54.477500000 16.651666667 EPDAH EPDA EP
54.540000000 16.545000000 EPDAJ EPDA EP
51.363055556 22.294166667 EPDEZ EPDE EP
51.411111111 21.928333333 EPDEP EPDE EP
51.412222222 22.053333333 EPDEK EPDE EP
51.481388889 21.911388889 EPDEG EPDE EP
51.523611111 21.866111111 EPDES EPDE EP
51.523611111 22.315833333 EPDEM EPDE EP
51.535000000 21.761111111 EPDEO EPDE EP
51.548611111 21.692222222 EPDED EPDE EP
51.567500000 22.131111111 EPDEB EPDE EP
51.586666667 21.938888889 EPDEN EPDE EP
51.589166667 21.541111111 EPDEW EPDE EP
51.639722222 21.983611111 EPDEY EPDE EP
51.739722222 21.674722222 EPDEL EPDE EP
54.276111111 18.489444444 EPGDX EPGD EP
54.325000000 18.183611111 EPGDZ EPGD EP
54.345000000 18.435000000 EPGDS EPGD EP
54.374444444 18.778888889 EPGDG EPGD EP
54.411666667 18.485000000 EPGDN EPGD EP
54.444722222 18.544444444 EPGDM EPGD EP
54.471111111 18.309722222 EPGDI EPGD EP
53.438055556 18.944166667 EPGIE EPGI EP
53.483888889 18.739722222 EPGIM EPGI EP
53.523333333 18.955555556 EPGIR EPGI EP
53.555555556 18.765833333 EPGIO EPGI EP
53.610833333 18.946666667 EPGIG EPGI EP
50.132500000 19.025000000 EPGLS EPGL EP
50.178888889 18.906944444 EPGLM EPGL EP
50.264722222 19.434722222 EPGLB EPGL EP
50.318055556 19.237222222 EPGLH EPGL EP
50.353888889 18.866388889 EPGLT EPGL EP
50.394722222 18.629166667 EPGLP EPGL EP
50.403611111 19.055000000 EPGLG EPGL EP
52.631388889 18.535000000 EPINR EPIN EP
52.677222222 18.007500000 EPINM EPIN EP
52.731944444 18.269722222 EPINS EPIN EP
52.814166667 18.471666667 EPINW EPIN EP
52.833888889 18.653611111 EPINP EPIN EP
52.856111111 18.198888889 EPINJ EPIN EP
52.894166667 18.007500000 EPINN EPIN EP
52.903333333 18.141111111 EPINZ EPIN EP
52.631388889 18.535000000 EPIRR EPIR EP
52.677222222 18.007500000 EPIRM EPIR EP
52.731944444 18.269722222 EPIRS EPIR EP
52.814166667 18.471666667 EPIRW EPIR EP
52.833888889 18.653611111 EPIRP EPIR EP
52.856111111 18.198888889 EPIRJ EPIR EP
52.894166667 18.316111111 EPIRN EPIR EP
52.903333333 18.141111111 EPIRZ EPIR EP
50.829444444 15.707222222 EPJSS EPJS EP
50.874722222 15.920000000 EPJSJ EPJS EP
50.883888889 15.811111111 EPJSZ EPJS EP
50.938333333 15.907222222 EPJSW EPJS EP
50.961111111 15.796388889 EPJSA EPJS EP
50.962777778 15.645000000 EPJSP EPJS EP
50.801944444 20.806111111 EPKAD EPKA EP
50.841388889 20.641944444 EPKAT EPKA EP
50.845555556 20.857222222 EPKAW EPKA EP
50.908611111 20.579722222 EPKAK EPKA EP
50.974722222 20.660833333 EPKAZ EPKA EP
53.953333333 21.371388889 EPKES EPKE EP
54.011944444 21.583611111 EPKEE EPKE EP
54.025555556 21.217222222 EPKEW EPKE EP
49.791944444 19.778055556 EPKKU EPKK EP
49.856944444 20.141666667 EPKKD EPKK EP
49.910833333 19.412777778 EPKKR EPKK EP
49.983333333 19.816666667 EPKKS EPKK EP
50.041944444 20.097777778 EPKKE EPKK EP
50.050000000 19.800000000 EPKKK EPKK EP
50.109166667 19.779444444 EPKKZ EPKK EP
50.136388889 20.114444444 EPKKL EPKK EP
50.150000000 19.633333333 EPKKI EPKK EP
50.200000000 19.883333333 EPKKO EPKK EP
50.264722222 19.434722222 EPKKB EPKK EP
50.350000000 20.033333333 EPKKM EPKK EP
50.133333333 19.025277778 EPKMA EPKM EP
50.178055556 18.891111111 EPKME EPKM EP
50.264722222 19.434722222 EPKMB EPKM EP
50.316666667 19.233333333 EPKMH EPKM EP
50.350000000 18.850000000 EPKMT EPKM EP
50.397777778 18.627500000 EPKMP EPKM EP
50.400000000 19.050000000 EPKMG EPKM EP
50.021388889 20.151944444 EPKPP EPKP EP
50.053055556 20.329444444 EPKPZ EPKP EP
50.111944444 20.235555556 EPKPT EPKP EP
50.120277778 20.378888889 EPKPN EPKP EP
49.605000000 21.806944444 EPKRI EPKR EP
49.665555556 21.610833333 EPKRK EPKR EP
49.670277778 21.889166667 EPKRH EPKR EP
49.762500000 21.684722222 EPKRB EPKR EP
52.166666667 17.166666667 EPKSZ EPKS EP
52.211388889 17.285833333 EPKSE EPKS EP
52.233333333 16.833333333 EPKSM EPKS EP
52.329444444 17.050833333 EPKSR EPKS EP
52.331388889 17.171111111 EPKSK EPKS EP
50.150000000 19.633333333 EPKTI EPKT EP
